label,bb,dm,gg,gt,jm,jz,ks,mc,tf,tm
bb,1,0,0,1,0,0,1,0,1,0
dm,0,2,0,2,0,0,0,0,0,0
gg,0,0,2,0,2,0,0,0,0,0
gt,0,1,0,3,0,0,0,0,0,0
jm,0,0,2,1,0,0,0,0,0,1
jz,0,0,0,2,0,1,1,0,0,0
ks,0,0,0,0,0,1,2,1,0,0
mc,0,0,1,0,0,1,1,0,1,0
tf,0,0,2,0,0,0,0,0,2,0
tm,1,0,0,0,0,0,0,0,0,3
