label,bb,dm,gg,gt,jm,jz,ks,mc,tf,tm
bb,0,0,0,0,0,0,0,0,0,0
dm,0,3,0,0,0,2,0,0,0,0
gg,0,0,0,0,0,1,0,1,0,3
gt,0,0,0,0,0,0,0,0,0,0
jm,0,0,0,0,0,0,0,0,0,0
jz,0,0,0,0,0,0,0,0,0,0
ks,0,0,0,0,0,1,1,0,1,2
mc,0,0,0,0,0,0,0,0,0,0
tf,0,0,0,0,0,0,0,0,0,0
tm,0,0,1,2,0,1,0,0,0,1
