label,bb,dm,gg,gt,jm,jz,ks,mc,tf,tm
bb,0,1,0,0,0,1,0,0,0,1
dm,1,2,0,0,0,0,0,0,0,1
gg,0,0,1,0,2,1,0,0,0,0
gt,0,0,0,3,0,0,0,0,0,1
jm,0,1,0,0,0,0,2,0,0,1
jz,0,1,0,0,0,1,2,0,0,0
ks,0,0,0,0,0,0,1,1,1,1
mc,0,0,0,0,0,0,1,1,0,1
tf,0,0,0,0,0,0,1,1,1,1
tm,0,1,0,0,0,0,0,1,0,2
