label,bb,dm,gg,gt,jm,jz,ks,mc,tf,tm
bb,1,0,0,1,0,0,0,0,1,1
dm,0,3,0,1,0,0,0,0,1,0
gg,0,0,0,1,0,0,0,0,1,3
gt,0,1,0,1,0,0,0,0,0,3
jm,0,1,0,0,0,2,0,0,0,2
jz,0,2,0,0,0,1,0,0,0,2
ks,0,1,0,0,0,1,0,0,0,3
mc,0,0,0,0,0,1,0,0,1,2
tf,1,0,0,0,0,0,0,0,1,3
tm,0,0,0,0,0,2,0,0,0,3
