label,bb,dm,gg,gt,jm,jz,ks,mc,tf,tm
bb,0,1,0,1,1,0,0,0,0,1
dm,0,1,0,0,0,1,1,0,1,0
gg,0,0,0,1,1,1,0,0,1,0
gt,1,0,0,2,0,1,0,0,0,0
jm,1,1,0,2,0,0,0,0,0,0
jz,1,0,0,0,0,2,0,0,1,0
ks,1,0,0,1,0,2,0,0,0,0
mc,0,0,0,1,0,0,1,0,1,0
tf,0,0,0,2,1,0,0,0,1,0
tm,1,0,0,2,1,0,0,0,0,0
