label,bb,dm,gg,gt,jm,jz,ks,mc,tf,tm
bb,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25
dm,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2
gg,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.4
gt,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4
jm,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.2
jz,0.0,0.4,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0
ks,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4
mc,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25
tf,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2
tm,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4
