label,bb,dm,gg,gt,jm,jz,ks,mc,tf,tm
bb,1,0,0,1,0,0,1,0,0,1
dm,1,2,0,0,0,0,1,0,0,1
gg,0,0,0,0,1,0,0,0,2,2
gt,0,2,0,1,0,0,0,0,0,2
jm,0,0,0,0,1,1,2,0,0,1
jz,0,2,0,1,0,1,1,0,0,0
ks,1,0,0,0,0,0,1,1,0,2
mc,0,1,0,0,0,0,1,1,0,1
tf,1,0,0,0,0,0,1,0,2,1
tm,0,1,0,0,1,0,1,0,0,2
