label,bb,dm,gg,gt,jm,jz,ks,mc,tf,tm
bb,0,0,0,0,0,0,0,0,0,0
dm,1,1,13,0,5,1,0,0,0,0
gg,1,0,8,2,0,1,2,2,0,5
gt,0,0,0,0,0,0,0,0,0,0
jm,0,0,0,0,0,0,0,0,0,0
jz,0,0,0,0,0,0,0,0,0,0
ks,1,0,0,0,0,5,5,0,3,7
mc,0,0,0,0,0,0,0,0,0,0
tf,0,0,0,0,0,0,0,0,0,0
tm,0,3,0,2,15,1,0,0,0,0
